name,review_count,categories,rating,transactions,price,location.zip_code
Chongwah Express,3,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],,35901
Jack's,9,"[{'alias': 'burgers', 'title': 'Burgers'}]",3.0,[],$$,35901
Chili's,39,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,[],$$,35901
Villa Fiesta,17,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.5,[],$$,35901
Golden China,13,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,[],$,35901
Chicken Salad Chick,4,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",5.0,[],,35901
Japan Cajun Grill,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,[],,35901
Todino's Pizza,2,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,[],$,35901
Chestnut Station,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'newamerican', 'title': 'American (New)'}]",2.0,[],$$,35901
American Deli,1,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",5.0,[],$$,35901
Chick-Fil-A At Gadsden At 4th Street,12,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,[],$,35901
Fuji Japanese Restaurant,5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],,35901
Subs Unlimited,2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],,35901
Applebee's Grill + Bar,21,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,[],$$,35901
Chongwah Express,3,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],,35901
Subway,2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,35901
Captain D's,2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.0,[],$$,35901
Logan's Roadhouse,55,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.0,[],$$,35901
Papa John's Pizza,4,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$,35901
Chick-fil-A,3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,[],$,35901
Zaxby's Chicken Fingers & Buffalo Wings,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'salad', 'title': 'Salad'}]",2.0,[],,35901
Waffle House,3,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]",2.5,[],$,35901
Domino's Pizza,2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,[],$,35901
Rek'-Lis Brewing,89,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,[],$$,03574
Cold Mountain Cafe,110,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,[],$$,03574
Wayside Inn,3,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,[],,03574
The Riverview Restaurant,7,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,[],,03574
Rosa Flamingos,65,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,03574
The Maia Papaya,79,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$,03574
Bethlehem Village Store,8,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'meats', 'title': 'Meat Shops'}]",3.0,[],$$,03574
Sage of Bethlehem,3,"[{'alias': 'cafes', 'title': 'Cafes'}]",2.5,[],$$,03574
Main Street Cafe,1,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",5.0,[],,72937
J & J's Burgers & Beer,2,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",5.0,[],,61919
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Tommy's Pizzza & Subs,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['pickup'],$,48808
Earlville Pub and Grub,1,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",5.0,[],$,52041
The Lake House,315,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,['restaurant_reservation'],$$$,96150
Divided Sky,124,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,[],$$,96150
Frescana Mexican Bistro,198,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$$,96150
Meyers Downtown Cafe,223,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,[],$$,96150
Himmel Haus,1063,"[{'alias': 'german', 'title': 'German'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,['restaurant_reservation'],$$,96150
My Thai Cuisine,1173,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,[],$$,96150
Bob Dog Pizza,121,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$$,96150
MacDuff's Pub,1979,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'scottish', 'title': 'Scottish'}]",4.5,[],$$,96150
Scusa Italian Ristorante,927,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],$$,96150
Primo's Italian Bistro,615,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,[],$$,96150
Sonney's BBQ Shack Bar & Grill,964,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],$$,96150
Cold Water Brewery and Grill,920,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,[],$$,96150
Gastromaniac Homemade Pasta & Pizza,49,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",5.0,[],$$,96150
Lake Tahoe AleWorX,469,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,96150
Artemis Mediterranean Grill,776,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],$$,96150
Chicken In A Barrel BBQ- South Lake Tahoe,200,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,[],$$,96150
Evan's American Gourmet Cafe,354,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,[],$$$,96150
Flight Deck Sports Bar & Grill,30,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],$$,96150
Verde Mexican Rotisserie,460,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],$$,96150
Off The Hook,923,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,[],$$,96150
Lake Tahoe Pizza,553,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,96150
Curry & grill,199,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'wraps', 'title': 'Wraps'}]",4.5,['pickup'],$$,96150
Hunan Garden Restaurant,276,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.0,[],$$,96150
Beacon Bar & Grill,810,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.0,[],$$,96150
Thai On Ski Run,78,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,[],$$,96150
Artemis Lakefront Cafe,967,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,[],$$,96150
Orchids Authentic Thai Food,851,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,['pickup'],$$,96150
Sweet Spokes,2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",5.0,[],$,96150
Jalisco Grill,395,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,96150
The Idle Hour,19,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,96150
Cafe Fiore,482,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,[],$$$,96150
RoJo's Tavern,231,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,[],$$,96150
Crazy Good Bakery Cafe,123,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.0,[],,96150
Margaritas Mexican Restaurant,297,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],$$,96150
Riva Grill,1201,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,[],$$$,96150
Sprouts Natural Foods Cafe,1620,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.5,[],$$,96150
Shangrila Himalayan Kitchen,81,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"['delivery', 'pickup']",$$,96150
Steve's Dine-a-ria,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,[],,96150
Heidi's Pancake House,1694,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$$,96150
Little Philly Cheesesteaks,126,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",4.5,[],$$,96150
Brewery At Lake Tahoe,783,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,[],$$,96150
Lotus Pho 2 Noodle House,118,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.0,[],$$,96150
Freshies Restaurant & Bar,799,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'vegan', 'title': 'Vegan'}]",3.5,[],$$,96150
Steve's Dine-a-ria,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,[],,96150
Heidi's Pancake House,1694,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$$,96150
Little Philly Cheesesteaks,126,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",4.5,[],$$,96150
Brewery At Lake Tahoe,783,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,[],$$,96150
Lotus Pho 2 Noodle House,118,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.0,[],$$,96150
Freshies Restaurant & Bar,799,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'vegan', 'title': 'Vegan'}]",3.5,[],$$,96150
Emerald Bay Bar & Grill,231,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$$,96150
Big Daddy's Burgers,468,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],$,96150
Samurai Restaurant,304,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"['pickup', 'delivery']",$$,96150
Chico's Burgers,100,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,[],$,96150
La Promesa,127,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,[],$,96150
Izzy's Burger Spa,404,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],$,96150
Jalapeno's Taqueria,179,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$,96150
Steamers Bar & Grill,170,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,[],$$,96150
Jade Garden,98,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],$,96150
Raley's,96,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]",3.5,[],$$,96150
Grand Central Pizza & Pasta,167,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$,96150
Ernie's Coffee Shop,395,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$,96150
Sky Deck Grill,8,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$,96150
The Cork & More,215,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'catering', 'title': 'Caterers'}]",4.5,[],$$,96150
Alpina Cafe,255,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,[],$,96150
Fallen Leaf Store,5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,[],,96150
Tep's Villa Roma,448,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,[],$$,96150
The Fresh Ketch,354,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",2.5,[],$$,96150
Taqueria Jalisco,276,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$,96150
Slice of Sierra Pizza,148,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.5,[],$,96150
Revive Coffee & Wine,278,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$$,96150
The Red Hut Cafés,870,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$$,96150
Los Mexicanos Restaurant,14,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$$,96150
Blue Dog Pizza,423,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",3.5,[],$$,96150
Tacos Por Favor Catering,1,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,96150
Panda Express,32,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,[],,96150
Los Mexicanos,172,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,[],$,96150
Round Table Pizza,124,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'buffets', 'title': 'Buffets'}]",3.0,[],$$,96150
The Beach Hut Deli,235,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"['pickup', 'delivery']",$$,96150
Sno-Flake Drive-In,366,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,[],$,96150
Nikki's Chaat Cafe,740,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.0,[],$$,96150
Sidelines Sports Pub,7,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,96150
Keys Cafe,475,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,[],$,96150
Ski Run Marina,30,"[{'alias': 'diners', 'title': 'Diners'}]",3.0,[],$$$,96150
A Cup of Cherries,901,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$,96150
Heavenly Valley Limited Cafe,2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,[],$$,96150
Chipotle Mexican Grill,8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.0,[],,96150
Bert's Cafe,669,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,[],$$,96150
Lake Tahoe Sauce Co,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",5.0,[],,96150
Brothers Burrito House,259,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$,96150
Chipotle Mexican Grill,8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.0,[],,96150
Bert's Cafe,669,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,[],$$,96150
Lake Tahoe Sauce Co,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",5.0,[],,96150
Brothers Burrito House,259,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$,96150
Tessie's Beach Bites,8,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",5.0,[],,96150
Simple Bliss Vegan Cafe,323,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$$,96150
Burger Lounge,664,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$$,96150
Domino's Pizza,106,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,[],$,96150
Refuge Coffee,53,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",5.0,[],,96150
Mandarin Garden Chinese Restaurant,162,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,[],$$,96150
Chase's Bar & Grill,2,"[{'alias': 'newamerican', 'title': 'American (New)'}]",1.0,[],,96150
Port of Subs,82,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,[],$,96150
Tahoe Keys Delicatessen,66,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$,96150
Yellow Submarine,142,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,[],$,96150
Rivas,2,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,[],,96150
Five Guys,15,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,[],,96150
Taco Bell,32,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.0,[],$,96150
Bear Moon Bar & Grill,113,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,[],$$,96150
Goodfellas Pizza,197,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,96150
Red Hut Cafe,786,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,[],$$,96150
Brewers Branding Iron Barbecue,11,"[{'alias': 'bbq', 'title': 'Barbeque'}]",3.0,[],$$,96150
11th Frame Diner,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,[],,96150
Denny's,212,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.5,[],$,96150
Dixon's Restaurant & Brewery,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",1.0,[],,96150
The Shoreline Cafe,1,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.0,[],,96150
McDonald's,90,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,[],$,96150
Jack in the Box,51,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tacos', 'title': 'Tacos'}]",2.0,[],$,96150
Pizza Hut,117,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,[],$,96150
Taco Bell,11,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]",2.5,[],$,96150
IHOP,231,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,[],$$,96150
Subway,35,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,[],$,96150
McDonald's,168,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,[],$,96150
gogo gumbo!,157,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$,76023
